6,59,76,22,50,91,18,64,87,21,17,35,23,0,89,66,69,52,9,79,98,7,96,27,31,58,97,94,25,55,48,10,90,85,19,78,46,1,43,81,12,32,36,70,45,53,74,37,20,4,39,38,67,72,84,92,60,34,56,8,11,82,33,28,2,42,40,47,51,13,99,68,61,29,75,26,49,77,44,16,14,86,62,5,41,30,95,80,24,88,3,65,15,93,83,71,73,57,63,54
78,25,46,91,18,17,21,87,27,60,19,29,61,10,90,5,73,83,71,74,37,20,0,89,39,38,67,69,52,9,98,22,76,50,86,26,34,56,6,82,54,96,72,84,92,2,31,58,97,48,55,64,11,45,99,42,70,40,47,75,94,4,66,7,79,59,44,16,14,62,41,30,88,3,65,15,51,77,95,80,68,85,28,33,8,24,49,63,53,1,43,32,12,81,36,13,57,93,35,23
19,33,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,17,35,23,58,98,69,52,9,37,78,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,56,11
68,78,46,64,36,85,48,74,24,8,26,34,60,6,57,83,67,61,37,19,79,29,4,39,66,90,27,10,92,28,2,75,96,98,7,58,97,94,31,0,33,93,88,23,17,44,35,40,16,32,63,82,5,56,53,51,54,49,15,18,91,95,21,22,87,41,30,62,70,11,45,9,72,84,69,38,52,25,55,99,20,89,73,59,86,1,12,77,43,47,50,3,65,71,76,81,14,13,42,80
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,91,18,95,76,54,21,22,87,53,74,37,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,26,49,77,12,1,14,73,23,42,40,17,15,41,88,3,62,30,65,35,44,16,93,83,71,5,82,13,63,43,81,32,36,59
64,36,85,80,68,46,48,74,24,8,26,34,60,6,57,83,67,61,37,19,79,29,4,39,66,90,27,10,92,28,2,75,96,98,7,58,97,94,31,0,33,93,88,23,17,44,35,40,16,32,63,82,5,56,53,51,54,49,15,18,91,95,21,22,87,41,30,62,70,11,45,9,72,84,69,38,52,25,55,99,20,89,73,59,86,1,12,77,43,47,50,3,65,71,76,81,14,13,42,78
26,56,50,86,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,98,7,96,27,72,84,92,2,60,79,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,34,59,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,49,81,12,32,36,77,47,13,42,82,33
56,33,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,19,11
80,24,60,6,56,8,86,50,19,26,85,34,61,59,76,90,44,97,22,31,16,14,10,62,48,5,0,91,7,41,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,70,13,2,42,45,28,54,82,33,11,84,67,29
6,57,51,70,45,24,8,19,64,78,46,80,91,18,17,95,76,54,21,22,87,53,74,37,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,92,60,58,11,94,55,25,48,10,35,23,50,82,86,34,40,85,99,68,72,84,2,31,97,61,29,28,75,90,33,56,26,59,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,63,1,43,49,81,12,32,36,77,13,42,47
17,37,98,87,21,18,91,25,48,64,20,9,46,74,0,10,90,22,76,61,60,28,45,42,70,40,47,49,1,43,32,75,94,81,36,51,92,66,39,53,86,50,16,59,26,85,34,19,56,6,8,11,82,54,33,99,77,12,13,95,38,29,67,80,24,68,72,84,2,31,58,97,44,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,4,27,7,79,55,96,52,89,69,78
68,78,46,64,36,85,48,74,24,8,26,34,60,6,57,83,67,61,37,19,79,29,4,39,66,90,27,10,92,28,2,75,96,98,7,58,97,94,31,0,33,93,88,23,17,44,35,40,16,32,63,82,5,56,42,53,51,54,49,15,43,18,91,95,21,22,87,13,41,30,62,70,11,45,9,72,84,69,38,52,25,55,99,20,89,73,59,86,1,12,77,47,50,3,65,71,76,81,14,80
26,56,50,86,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,2,72,84,92,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,34,59,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,49,81,12,32,36,77,47,13,42,82,33
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,76,91,18,95,54,21,22,79,87,53,74,37,20,0,89,66,4,39,38,67,69,52,9,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,26,49,77,12,1,14,73,23,42,40,17,15,41,88,3,62,30,65,35,44,16,93,83,71,5,82,13,63,43,81,32,36,59
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,91,18,95,76,54,21,22,87,53,74,37,0,66,4,39,38,67,69,52,89,9,20,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,26,49,77,12,1,14,73,23,42,40,17,15,41,88,3,62,30,65,35,44,16,93,83,71,5,82,13,63,43,81,32,36,59
60,50,86,56,6,8,11,29,19,26,85,34,61,59,76,90,44,97,22,31,16,14,10,62,48,74,5,0,91,7,41,79,30,88,55,96,18,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,2,70,13,42,45,28,54,82,33,84,67,80,24
13,42,83,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,68,60,31,58,11,97,94,99,55,25,61,29,85,48,10,28,75,90,33,56,93,26,65,49,35,44,77,12,95,1,47,50,32,16,14,62,5,41,30,88,3,82,86,73,59,34,71,36,63,81,23,15,43
86,34,6,57,59,51,70,45,24,37,19,64,78,46,80,40,91,18,17,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,93,26,65,49,35,44,77,12,95,1,47,50,16,14,62,5,41,30,88,3,15,23,83,71,73,63,43,81,32,36,13,42,82
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,91,18,95,76,54,21,22,79,87,53,74,37,20,0,89,66,4,39,38,67,69,52,9,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,26,49,77,12,1,14,73,23,42,40,17,15,41,88,3,62,30,65,35,44,16,93,83,71,5,82,13,63,43,81,32,36,59
6,8,60,34,26,11,61,85,19,64,78,46,91,18,59,76,90,97,31,22,10,50,86,48,7,0,79,55,96,74,25,89,87,21,69,17,35,23,9,58,98,37,52,20,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,56,33
68,78,37,64,36,85,48,74,24,8,26,34,60,6,57,83,67,61,46,19,79,29,4,39,66,90,27,10,92,28,2,75,96,98,7,58,97,94,31,0,33,93,88,23,17,44,35,40,16,32,63,82,5,56,42,53,51,54,49,15,43,18,91,95,21,22,87,41,30,62,70,11,45,9,72,84,69,38,52,25,55,99,20,89,73,59,86,1,12,77,47,50,3,65,71,76,81,13,14,80
36,86,34,59,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,93,26,65,49,35,44,16,77,12,1,14,73,23,88,3,83,71,42,15,41,30,62,5,82,13,63,43,81,32,47,50
63,13,42,83,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,93,26,65,49,35,44,16,77,12,1,47,30,50,41,32,14,5,82,86,73,59,34,71,36,3,81,23,15,88,62,43
8,56,33,6,82,54,11,19,26,85,34,61,59,76,90,97,22,31,10,62,0,91,7,79,55,96,18,74,3,64,65,25,69,17,98,37,78,52,9,20,58,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,48,5,41,30,88,15,87,93,21,35,23,89,83,71,73,57,63,60,86,50
17,23,37,98,87,21,18,35,3,64,65,25,15,62,48,5,91,30,27,31,73,20,58,9,83,71,46,74,0,16,14,10,44,90,97,22,76,61,59,92,60,50,86,26,85,34,19,56,6,8,11,82,54,33,28,2,45,42,70,40,99,47,51,77,95,38,29,84,67,80,24,68,49,39,63,53,1,43,72,32,75,12,94,81,36,4,13,57,66,41,7,88,79,55,96,52,89,69,93,78
17,37,98,87,21,18,64,25,48,5,91,27,31,20,58,9,46,74,0,10,90,97,22,76,61,92,60,50,86,26,85,34,19,56,6,8,11,82,54,33,28,2,45,42,70,40,99,47,51,95,38,29,84,67,80,68,39,53,72,75,94,4,66,7,79,59,44,16,14,62,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,49,81,12,32,77,55,96,52,24,36,13,57,89,69,78
56,19,26,34,8,80,24,60,6,85,61,59,76,90,97,31,22,44,10,16,14,50,62,48,5,41,91,7,0,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,72,84,53,1,43,68,81,94,12,75,32,4,36,77,51,95,38,49,47,99,40,2,70,13,42,45,28,54,82,33,11,67,29,86
56,19,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,33,11
6,8,56,50,60,80,24,86,19,26,85,34,61,59,76,90,44,97,22,31,16,14,10,62,48,5,41,91,7,0,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,2,70,13,42,45,28,54,82,33,11,84,67,29
48,10,90,76,61,86,97,22,31,18,91,7,79,55,96,0,69,17,98,37,78,52,89,9,20,58,74,64,25,87,21,46,27,92,66,39,53,60,50,59,26,85,34,19,56,6,8,11,82,54,33,2,99,77,12,1,38,84,67,72,28,45,42,70,40,47,51,13,95,29,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,49,43,4,36,81,94,75,32
19,76,22,91,18,74,64,87,21,17,37,78,46,53,20,0,89,66,4,39,69,52,9,79,98,7,96,27,92,75,58,94,55,25,48,10,50,86,34,85,11,97,61,60,56,6,8,31,82,54,33,2,99,77,12,1,38,84,67,72,28,45,42,70,40,47,51,13,95,29,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,90,26,59,63,43,49,81,32,36
48,10,90,76,61,86,97,22,31,18,91,7,79,55,96,0,74,64,25,87,21,69,17,98,37,78,52,89,9,20,58,46,27,92,66,39,53,60,50,59,26,85,34,19,56,6,8,11,82,54,33,2,99,77,12,1,38,84,67,72,28,45,42,70,40,47,51,13,95,29,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,49,43,4,36,81,94,75,32
6,8,56,50,60,80,24,86,19,26,85,34,61,59,76,90,44,97,22,31,16,14,10,62,48,5,41,91,7,0,79,30,88,55,96,18,74,64,25,87,21,69,17,98,37,78,52,89,9,20,58,46,27,92,66,39,53,72,3,65,15,93,35,23,83,71,73,57,63,1,43,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,2,70,13,42,45,28,54,82,33,11,84,67,29
6,8,56,50,60,80,24,86,19,26,85,34,61,59,76,44,90,97,22,31,16,14,10,62,48,5,0,91,7,41,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,2,70,13,42,45,28,54,82,33,11,84,67,29
33,19,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,17,35,23,58,98,69,52,9,37,78,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,56,11
62,13,42,83,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,93,26,65,49,35,44,16,77,12,1,47,30,50,41,32,14,5,82,86,73,59,34,71,36,3,63,81,88,23,15,43
6,8,56,50,60,80,24,86,19,26,85,34,61,59,76,90,44,97,22,31,16,14,10,62,48,5,0,91,7,41,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,70,13,2,42,45,28,54,82,33,11,84,67,29
26,11,34,8,60,6,85,19,80,95,76,54,22,91,18,74,61,59,90,97,31,10,50,86,48,7,0,79,55,96,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,38,29,84,67,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,82,56,33
59,37,64,78,46,91,18,17,21,22,87,74,20,0,89,25,69,52,9,79,98,7,96,27,31,58,97,6,54,45,70,99,94,66,55,48,10,90,77,76,61,92,60,50,86,26,85,34,19,56,8,11,82,33,28,2,42,40,47,51,13,95,38,29,84,67,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,39,53,1,43,72,49,81,12,75,32,4,36
50,86,34,59,6,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,8,20,0,89,66,4,39,38,67,69,52,9,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,56,79,48,10,28,75,90,33,93,26,65,49,35,44,16,77,12,1,14,73,23,88,3,83,71,42,15,41,30,62,5,82,13,63,43,81,32,36,47
37,91,18,78,17,21,87,89,48,64,20,9,46,74,0,10,90,22,76,61,60,28,45,42,70,40,47,49,1,43,32,75,94,81,36,51,92,66,39,53,86,50,16,59,26,85,34,19,56,6,8,11,82,54,33,99,77,12,13,95,38,29,67,80,24,68,72,84,2,31,58,97,44,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,4,27,7,79,55,69,52,98,96,25
91,18,87,21,17,89,48,69,25,64,62,5,3,73,83,71,0,16,14,44,22,76,59,50,86,26,34,56,6,82,54,9,79,7,72,84,2,31,11,58,98,37,78,52,20,46,27,92,66,39,53,1,43,60,97,94,75,51,8,19,10,90,96,99,55,29,42,70,40,47,77,95,80,45,67,38,68,61,74,85,28,33,24,49,63,32,12,81,36,4,13,57,41,88,30,65,15,93,35,23
17,37,98,87,21,18,91,25,48,64,20,9,46,74,0,10,90,22,76,61,86,28,45,42,70,40,47,49,1,43,32,75,94,81,36,51,92,66,39,53,60,50,59,26,85,34,19,56,6,8,11,82,54,33,99,77,12,13,95,38,29,67,80,24,68,72,84,2,31,58,97,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,4,27,7,79,55,96,52,89,69,78
59,37,64,78,46,91,18,17,21,22,87,74,20,0,89,66,69,52,9,79,98,7,96,27,31,58,97,94,25,55,48,10,90,77,76,61,92,60,50,86,26,85,34,19,56,6,8,11,82,54,33,28,2,45,42,70,40,47,51,13,95,38,29,84,99,67,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,32,53,1,43,72,49,81,12,75,39,4,36
6,34,22,86,31,97,48,10,90,61,59,76,50,65,15,93,83,71,73,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,8,19,80,95,54,75,4,38,67,72,84,2,60,11,94,99,68,29,85,28,33,56,26,44,16,14,62,5,41,30,88,3,57,63,1,43,49,81,12,32,36,77,51,47,40,70,13,42,45,24,82
50,86,26,34,8,60,6,59,57,51,70,45,24,37,19,64,78,46,80,40,91,18,17,95,76,54,21,22,87,53,74,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,75,90,33,56,65,49,35,44,16,77,12,1,14,73,23,15,41,88,30,3,93,83,71,62,42,5,82,13,63,43,81,32,36,47
6,57,51,70,45,8,24,19,80,95,76,54,22,91,18,74,64,87,21,17,37,78,46,53,20,0,89,66,4,39,38,67,69,52,9,79,98,7,96,27,92,75,58,11,94,55,25,48,10,35,23,50,82,86,34,40,85,99,68,72,84,2,31,97,61,29,28,60,90,33,56,26,59,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,63,1,43,49,81,12,32,36,77,13,42,47
6,50,63,56,8,86,19,26,85,34,61,59,76,90,97,22,31,10,48,0,91,7,79,55,96,18,74,64,25,87,21,69,17,35,98,37,78,52,9,20,58,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,23,89,83,71,73,57,60,82,54,11,33
