[68, 72, 4, 36, 46, 48, 41, 88, 74, 37, 21, 87, 93, 83, 86, 34, 0, 20, 73, 58, 14, 16, 15, 69, 17, 78, 64, 59, 22, 44, 61, 6, 56, 85, 26, 82, 54, 33, 45, 28, 97, 90, 67, 29, 40, 95, 51, 77, 63, 39, 53, 32, 12, 75, 80, 24, 60, 91, 5, 89, 23, 35, 71, 9, 55, 79, 96, 18, 47, 99, 70, 2, 13, 42, 84, 38, 49, 43, 81, 94, 8, 11, 19, 57, 30, 66, 31, 10, 1, 62, 92, 27, 76, 50, 7, 3, 25, 65, 52, 98]
[0, 88, 41, 57, 68, 63, 77, 95, 51, 94, 75, 32, 12, 36, 4, 49, 42, 29, 70, 86, 56, 61, 80, 24, 34, 85, 46, 16, 14, 10, 31, 9, 37, 23, 69, 87, 21, 52, 78, 48, 55, 65, 64, 3, 15, 93, 17, 98, 44, 11, 26, 8, 54, 33, 82, 60, 97, 90, 20, 73, 62, 5, 83, 35, 30, 79, 91, 7, 74, 96, 18, 89, 58, 71, 76, 50, 22, 59, 19, 27, 92, 66, 72, 38, 43, 39, 53, 1, 2, 13, 47, 99, 28, 45, 84, 67, 81, 6, 40, 25]
[83, 9, 5, 48, 62, 0, 91, 7, 41, 79, 30, 88, 92, 27, 57, 50, 86, 56, 6, 8, 54, 82, 33, 28, 45, 2, 42, 99, 40, 70, 13, 29, 47, 38, 95, 51, 77, 4, 36, 32, 75, 12, 94, 81, 72, 43, 49, 68, 63, 39, 53, 1, 67, 84, 80, 24, 60, 61, 59, 76, 97, 22, 90, 44, 10, 14, 16, 58, 73, 20, 71, 35, 37, 23, 98, 17, 78, 93, 21, 69, 15, 87, 52, 18, 74, 96, 55, 3, 64, 65, 25, 26, 85, 34, 19, 11, 66, 46, 31, 89]
[19, 82, 33, 8, 56, 26, 97, 86, 59, 76, 88, 41, 30, 2, 70, 40, 28, 45, 11, 54, 32, 75, 12, 49, 47, 13, 99, 95, 77, 51, 53, 92, 67, 36, 4, 35, 91, 89, 48, 5, 62, 0, 83, 44, 22, 10, 73, 20, 16, 14, 31, 90, 34, 85, 80, 24, 60, 93, 15, 87, 21, 69, 37, 52, 18, 74, 9, 23, 17, 55, 79, 7, 58, 98, 1, 43, 84, 50, 6, 57, 27, 66, 39, 63, 68, 38, 42, 46, 71, 96, 3, 64, 65, 25, 78, 81, 72, 94, 29, 61]
[11, 56, 6, 99, 70, 40, 43, 95, 77, 51, 49, 72, 84, 1, 53, 63, 65, 37, 23, 18, 9, 55, 57, 19, 85, 26, 8, 86, 60, 24, 75, 32, 36, 22, 97, 90, 14, 16, 94, 47, 13, 42, 20, 7, 74, 91, 66, 76, 92, 27, 17, 83, 35, 31, 44, 89, 78, 48, 5, 15, 93, 21, 87, 52, 69, 3, 64, 25, 30, 79, 41, 88, 96, 2, 28, 61, 59, 34, 80, 45, 38, 68, 39, 67, 33, 54, 82, 50, 12, 81, 62, 58, 73, 71, 46, 98, 10, 0, 29, 4]
[38, 51, 95, 77, 4, 36, 12, 75, 32, 37, 23, 78, 52, 65, 64, 3, 55, 96, 74, 18, 83, 9, 58, 20, 73, 71, 62, 48, 5, 89, 21, 15, 87, 69, 17, 93, 41, 88, 30, 79, 91, 7, 46, 90, 97, 22, 44, 31, 14, 16, 10, 59, 61, 76, 19, 6, 56, 54, 82, 85, 34, 13, 2, 29, 84, 47, 99, 70, 40, 42, 28, 26, 11, 8, 86, 50, 24, 80, 60, 72, 49, 43, 63, 39, 53, 1, 68, 81, 94, 57, 27, 92, 66, 0, 35, 98, 25, 45, 33, 67]
[28, 13, 99, 40, 70, 42, 2, 45, 54, 82, 11, 8, 6, 56, 19, 26, 85, 34, 76, 61, 59, 22, 97, 90, 44, 14, 16, 20, 73, 58, 71, 62, 0, 91, 7, 88, 30, 79, 41, 66, 57, 50, 60, 80, 24, 68, 63, 39, 53, 1, 43, 49, 72, 29, 51, 77, 95, 38, 81, 94, 12, 75, 32, 36, 4, 47, 84, 67, 86, 92, 27, 46, 31, 10, 35, 98, 37, 23, 83, 9, 65, 64, 3, 89, 74, 18, 52, 15, 87, 93, 69, 21, 78, 5, 48, 17, 25, 96, 55, 33]
[58, 73, 20, 97, 22, 99, 77, 95, 36, 4, 2, 33, 8, 19, 86, 24, 88, 74, 5, 48, 89, 62, 41, 3, 96, 55, 25, 71, 17, 23, 35, 37, 98, 63, 39, 84, 72, 80, 50, 82, 54, 12, 32, 81, 56, 78, 46, 31, 44, 90, 10, 16, 14, 45, 38, 29, 67, 47, 28, 42, 13, 40, 70, 6, 11, 61, 85, 68, 26, 83, 93, 87, 21, 15, 18, 27, 92, 7, 64, 65, 52, 79, 30, 91, 57, 0, 34, 59, 76, 66, 1, 9, 69, 53, 43, 49, 94, 75, 51, 60]
[99, 4, 78, 46, 71, 26, 83, 6, 57, 19, 37, 79, 48, 85, 74, 29, 9, 68, 25, 45, 8, 24, 36, 53, 54, 17, 22, 21, 87, 76, 15, 1, 41, 63, 81, 13, 77, 12, 23, 44, 35, 16, 40, 18, 95, 91, 43, 30, 47, 32, 3, 65, 42, 51, 49, 82, 14, 5, 50, 59, 93, 60, 34, 73, 86, 89, 28, 75, 98, 7, 96, 58, 31, 84, 72, 52, 38, 39, 11, 64, 70, 97, 92, 2, 10, 27, 90, 69, 20, 61, 66, 67, 0, 94, 56, 33, 55, 80, 62, 88]
[91, 35, 44, 40, 12, 77, 99, 55, 66, 39, 69, 72, 52, 9, 58, 19, 79, 37, 85, 48, 68, 25, 78, 46, 64, 29, 74, 61, 4, 38, 92, 10, 2, 27, 90, 7, 98, 96, 75, 94, 33, 24, 45, 8, 42, 88, 86, 6, 83, 57, 56, 59, 17, 15, 5, 32, 81, 95, 20, 34, 70, 28, 11, 51, 53, 31, 0, 89, 67, 71, 36, 23, 76, 50, 47, 3, 63, 13, 41, 1, 30, 62, 16, 18, 43, 87, 22, 21, 82, 93, 60, 26, 73, 65, 49, 54, 84, 80, 14, 97]
[78, 17, 37, 23, 98, 35, 9, 83, 62, 0, 91, 7, 41, 79, 30, 88, 55, 96, 18, 74, 3, 64, 65, 25, 15, 21, 93, 69, 87, 52, 5, 48, 89, 16, 14, 10, 44, 90, 22, 97, 76, 61, 59, 85, 26, 11, 82, 54, 33, 28, 13, 2, 42, 45, 47, 99, 40, 70, 77, 51, 95, 4, 36, 12, 75, 32, 94, 81, 72, 43, 49, 67, 50, 86, 8, 6, 56, 19, 34, 80, 24, 60, 66, 27, 92, 57, 68, 63, 39, 53, 1, 38, 29, 84, 46, 31, 73, 58, 20, 71]
[44, 41, 53, 43, 8, 6, 11, 19, 80, 24, 60, 50, 72, 49, 77, 76, 12, 32, 47, 51, 95, 4, 75, 16, 14, 31, 83, 71, 10, 58, 20, 73, 61, 29, 38, 85, 26, 34, 56, 86, 30, 79, 7, 65, 3, 18, 74, 5, 48, 17, 98, 37, 23, 52, 87, 15, 93, 21, 62, 55, 96, 89, 64, 25, 54, 82, 45, 42, 40, 70, 99, 13, 33, 28, 84, 67, 68, 57, 59, 22, 97, 90, 0, 78, 92, 27, 66, 39, 63, 88, 91, 46, 1, 81, 94, 36, 9, 35, 69, 2]
[49, 72, 43, 39, 63, 53, 1, 68, 60, 50, 80, 24, 81, 94, 12, 75, 32, 4, 36, 95, 77, 51, 47, 70, 40, 99, 13, 28, 45, 2, 42, 33, 82, 54, 11, 19, 86, 8, 6, 56, 61, 34, 85, 26, 76, 59, 97, 22, 90, 44, 31, 16, 14, 10, 73, 58, 71, 20, 35, 37, 23, 78, 52, 18, 74, 96, 55, 41, 7, 91, 0, 62, 48, 5, 89, 17, 93, 87, 15, 21, 69, 65, 64, 3, 25, 30, 79, 88, 66, 27, 92, 57, 84, 67, 38, 29, 83, 9, 98, 46]
[41, 79, 52, 9, 78, 15, 87, 20, 58, 73, 16, 14, 10, 31, 45, 2, 29, 38, 63, 53, 1, 43, 26, 85, 92, 27, 66, 0, 5, 48, 35, 98, 23, 37, 90, 44, 46, 97, 76, 59, 61, 86, 82, 54, 6, 8, 56, 19, 84, 28, 13, 70, 99, 42, 49, 39, 68, 11, 34, 33, 50, 80, 24, 72, 67, 47, 51, 95, 77, 4, 36, 75, 32, 12, 94, 81, 62, 91, 7, 30, 60, 57, 22, 65, 64, 3, 96, 74, 17, 18, 25, 55, 88, 93, 21, 89, 69, 83, 71, 40]
[45, 24, 8, 70, 2, 90, 28, 7, 98, 58, 31, 75, 60, 26, 93, 96, 92, 10, 27, 69, 38, 39, 52, 9, 84, 72, 94, 0, 97, 34, 73, 47, 59, 82, 13, 63, 32, 40, 12, 5, 3, 50, 30, 62, 88, 41, 15, 76, 17, 33, 19, 37, 85, 48, 55, 78, 14, 18, 91, 16, 44, 35, 95, 1, 51, 22, 21, 87, 36, 71, 79, 74, 29, 80, 56, 86, 65, 81, 42, 6, 83, 57, 89, 20, 23, 54, 53, 68, 25, 4, 66, 46, 64, 61, 67, 49, 43, 77, 11, 99]
[40, 27, 92, 66, 57, 19, 99, 84, 67, 24, 60, 6, 8, 56, 33, 11, 26, 85, 34, 28, 38, 68, 63, 39, 53, 72, 43, 1, 20, 73, 10, 16, 14, 44, 58, 62, 48, 5, 55, 96, 21, 69, 52, 17, 78, 18, 31, 97, 22, 90, 46, 15, 87, 93, 65, 25, 3, 98, 35, 23, 37, 9, 71, 13, 2, 77, 51, 36, 95, 32, 12, 75, 70, 42, 54, 82, 80, 50, 86, 49, 4, 94, 81, 45, 47, 61, 59, 76, 91, 74, 64, 41, 88, 30, 79, 7, 0, 89, 83, 29]
[16, 14, 31, 10, 20, 73, 78, 52, 66, 96, 55, 88, 41, 30, 79, 74, 48, 5, 89, 7, 68, 72, 81, 94, 75, 32, 12, 36, 4, 51, 77, 95, 42, 45, 2, 39, 53, 19, 85, 26, 34, 56, 6, 8, 60, 86, 59, 61, 97, 44, 22, 83, 98, 17, 23, 37, 9, 99, 40, 70, 47, 38, 84, 80, 24, 67, 49, 43, 1, 63, 35, 54, 82, 90, 46, 27, 92, 15, 87, 21, 69, 93, 3, 65, 0, 91, 62, 18, 64, 25, 29, 58, 11, 13, 33, 28, 50, 57, 76, 71]
[96, 55, 30, 79, 41, 88, 69, 87, 15, 21, 93, 17, 89, 62, 46, 27, 92, 57, 66, 91, 74, 18, 5, 48, 16, 14, 10, 71, 20, 58, 73, 9, 83, 37, 23, 98, 35, 52, 97, 44, 22, 90, 76, 61, 59, 56, 38, 29, 47, 99, 70, 40, 13, 2, 45, 28, 42, 11, 19, 26, 85, 34, 50, 80, 24, 60, 86, 8, 6, 82, 54, 33, 84, 67, 63, 39, 53, 43, 72, 68, 49, 36, 4, 77, 51, 95, 75, 32, 12, 94, 81, 1, 7, 65, 64, 3, 25, 0, 78, 31]
[43, 1, 84, 11, 26, 85, 19, 6, 8, 56, 63, 39, 53, 72, 67, 22, 57, 92, 27, 91, 7, 41, 64, 65, 96, 55, 74, 48, 5, 62, 83, 9, 89, 15, 87, 21, 93, 17, 23, 37, 73, 20, 71, 46, 10, 16, 14, 29, 51, 77, 95, 4, 36, 38, 47, 13, 28, 24, 80, 60, 86, 54, 82, 44, 50, 76, 97, 31, 90, 0, 66, 79, 30, 88, 78, 58, 98, 35, 18, 52, 3, 81, 32, 12, 75, 94, 49, 68, 59, 33, 99, 70, 40, 2, 45, 42, 34, 61, 25, 69]
[97, 90, 34, 61, 80, 68, 48, 52, 74, 79, 25, 64, 5, 41, 76, 44, 14, 16, 10, 66, 91, 24, 92, 27, 57, 1, 43, 33, 26, 42, 54, 82, 85, 11, 19, 6, 8, 56, 59, 38, 36, 95, 77, 47, 13, 40, 70, 29, 51, 84, 63, 39, 75, 32, 12, 94, 81, 50, 86, 4, 67, 49, 60, 9, 23, 83, 89, 17, 15, 73, 58, 46, 7, 0, 62, 71, 35, 87, 78, 69, 31, 20, 18, 55, 88, 30, 99, 22, 45, 28, 2, 72, 98, 37, 96, 93, 21, 3, 65, 53]
[38, 77, 51, 95, 4, 36, 32, 75, 12, 94, 81, 72, 49, 43, 1, 39, 63, 53, 68, 50, 86, 80, 24, 60, 66, 27, 92, 57, 61, 59, 76, 34, 85, 26, 19, 54, 82, 33, 28, 13, 2, 42, 45, 40, 70, 99, 47, 29, 84, 67, 14, 16, 10, 44, 31, 46, 90, 97, 22, 20, 73, 58, 71, 62, 48, 5, 89, 18, 74, 96, 55, 30, 79, 41, 7, 91, 0, 88, 25, 65, 64, 3, 69, 21, 15, 87, 93, 17, 78, 52, 23, 37, 35, 98, 83, 9, 6, 8, 56, 11]
[70, 40, 99, 13, 51, 77, 95, 4, 36, 12, 75, 32, 94, 81, 38, 50, 80, 24, 72, 63, 39, 53, 1, 61, 59, 31, 14, 16, 10, 20, 73, 58, 35, 98, 37, 23, 69, 87, 15, 21, 93, 17, 96, 30, 88, 79, 41, 7, 55, 91, 3, 64, 65, 25, 52, 18, 48, 5, 62, 0, 86, 6, 8, 56, 19, 26, 85, 34, 11, 54, 82, 33, 28, 45, 2, 47, 29, 43, 49, 84, 67, 68, 60, 27, 92, 66, 57, 76, 90, 44, 22, 97, 46, 9, 83, 89, 78, 71, 74, 42]
[70, 27, 90, 96, 9, 29, 64, 25, 99, 55, 39, 38, 80, 28, 7, 98, 31, 8, 24, 45, 2, 92, 10, 89, 97, 58, 87, 22, 21, 71, 79, 19, 48, 85, 68, 74, 78, 46, 57, 83, 6, 73, 59, 93, 33, 56, 12, 43, 18, 91, 44, 40, 95, 49, 51, 42, 53, 36, 61, 26, 60, 34, 63, 13, 32, 3, 5, 14, 82, 88, 77, 65, 76, 17, 15, 41, 81, 47, 62, 30, 16, 1, 54, 86, 0, 94, 75, 11, 4, 66, 69, 52, 72, 84, 67, 37, 20, 50, 35, 23]
[44, 47, 12, 35, 91, 18, 80, 7, 90, 28, 83, 57, 6, 74, 29, 99, 9, 38, 69, 66, 39, 68, 25, 48, 85, 67, 94, 0, 89, 20, 36, 71, 87, 21, 22, 52, 84, 37, 19, 79, 78, 15, 41, 13, 63, 5, 82, 3, 8, 24, 45, 26, 34, 60, 11, 70, 31, 75, 98, 2, 27, 96, 58, 97, 65, 33, 51, 53, 42, 88, 76, 17, 23, 54, 95, 16, 77, 1, 81, 14, 32, 49, 43, 40, 73, 86, 59, 56, 93, 55, 61, 4, 72, 10, 92, 50, 62, 30, 64, 46]
[43, 49, 72, 60, 50, 86, 8, 6, 54, 82, 11, 19, 42, 28, 45, 2, 13, 99, 70, 40, 47, 95, 51, 77, 38, 29, 81, 94, 12, 32, 75, 4, 36, 67, 84, 80, 24, 68, 63, 39, 53, 1, 92, 27, 46, 90, 44, 97, 22, 10, 16, 14, 58, 73, 20, 71, 9, 23, 37, 17, 93, 21, 69, 15, 87, 52, 3, 64, 65, 25, 96, 74, 18, 89, 5, 48, 62, 0, 91, 7, 30, 79, 88, 41, 55, 34, 85, 26, 61, 59, 76, 33, 56, 57, 66, 35, 83, 78, 98, 31]
[67, 16, 14, 10, 44, 90, 22, 97, 46, 62, 0, 74, 96, 5, 48, 3, 64, 65, 18, 52, 15, 21, 93, 87, 69, 78, 17, 9, 98, 37, 23, 83, 35, 20, 73, 58, 71, 31, 76, 19, 59, 61, 11, 54, 82, 33, 40, 94, 81, 75, 12, 32, 95, 77, 51, 39, 63, 53, 1, 43, 80, 24, 50, 86, 8, 6, 85, 34, 26, 28, 84, 13, 2, 47, 70, 99, 45, 42, 56, 29, 38, 36, 4, 49, 72, 68, 60, 92, 27, 57, 66, 30, 79, 41, 88, 7, 91, 89, 55, 25]
[92, 10, 2, 19, 79, 26, 24, 8, 80, 55, 68, 49, 42, 51, 6, 83, 57, 93, 73, 59, 65, 27, 60, 34, 70, 44, 95, 18, 16, 35, 91, 76, 15, 17, 23, 1, 41, 81, 47, 30, 62, 40, 43, 5, 56, 33, 37, 29, 74, 64, 4, 38, 61, 66, 72, 84, 0, 94, 97, 28, 75, 58, 31, 7, 98, 96, 90, 53, 86, 21, 87, 22, 71, 54, 13, 32, 63, 3, 14, 67, 85, 48, 39, 69, 52, 9, 20, 89, 45, 77, 12, 50, 82, 88, 11, 99, 25, 78, 46, 36]
[87, 15, 93, 21, 69, 65, 25, 3, 64, 52, 78, 17, 37, 23, 98, 35, 58, 73, 20, 71, 9, 83, 91, 48, 5, 62, 0, 16, 14, 10, 44, 90, 97, 22, 76, 61, 59, 92, 60, 50, 86, 26, 85, 34, 19, 56, 6, 8, 11, 82, 54, 33, 28, 2, 45, 42, 70, 40, 99, 47, 51, 77, 95, 38, 29, 84, 67, 80, 24, 68, 49, 39, 63, 53, 1, 43, 72, 32, 75, 12, 94, 81, 36, 4, 13, 27, 57, 66, 41, 7, 88, 79, 30, 55, 96, 18, 74, 89, 46, 31]
[6, 8, 56, 50, 60, 80, 24, 86, 19, 26, 85, 34, 61, 59, 76, 90, 44, 97, 22, 31, 16, 14, 10, 62, 48, 5, 0, 91, 7, 41, 79, 30, 88, 55, 96, 18, 74, 3, 64, 65, 25, 15, 87, 93, 21, 69, 17, 98, 35, 37, 23, 78, 52, 89, 83, 9, 71, 20, 73, 58, 46, 27, 92, 57, 66, 63, 39, 53, 1, 43, 72, 49, 68, 81, 94, 12, 75, 32, 4, 36, 77, 51, 95, 38, 47, 99, 40, 70, 13, 2, 42, 45, 28, 54, 82, 33, 11, 84, 67, 29]
[25, 99, 55, 89, 79, 37, 19, 48, 85, 20, 9, 6, 83, 57, 51, 44, 35, 76, 23, 63, 81, 41, 1, 12, 13, 88, 15, 16, 77, 95, 91, 18, 17, 40, 43, 30, 62, 47, 82, 5, 14, 32, 49, 42, 33, 8, 24, 53, 70, 93, 34, 60, 26, 73, 59, 87, 54, 21, 22, 66, 4, 39, 38, 52, 69, 11, 36, 71, 74, 29, 67, 68, 61, 80, 64, 78, 46, 2, 90, 27, 96, 75, 98, 0, 94, 10, 92, 84, 72, 58, 50, 56, 86, 3, 65, 97, 31, 28, 7, 45]
[24, 80, 60, 50, 86, 85, 26, 11, 82, 54, 6, 8, 56, 19, 76, 61, 59, 22, 97, 44, 90, 16, 14, 10, 73, 20, 71, 9, 83, 35, 98, 23, 37, 17, 69, 15, 87, 52, 18, 74, 5, 48, 62, 89, 91, 7, 41, 79, 30, 88, 66, 27, 92, 57, 68, 63, 39, 53, 1, 72, 49, 43, 67, 84, 95, 51, 77, 4, 36, 32, 75, 12, 94, 81, 38, 29, 47, 99, 40, 70, 13, 2, 42, 45, 28, 33, 34, 46, 31, 55, 96, 3, 64, 65, 25, 21, 93, 78, 58, 0]
[86, 50, 60, 27, 92, 5, 48, 62, 0, 91, 7, 41, 55, 96, 74, 18, 89, 78, 52, 15, 21, 93, 69, 65, 64, 3, 79, 30, 88, 66, 1, 39, 63, 53, 43, 49, 72, 81, 94, 12, 75, 32, 4, 36, 77, 51, 95, 38, 29, 47, 99, 40, 70, 13, 2, 45, 42, 28, 33, 82, 54, 11, 19, 56, 6, 8, 76, 61, 59, 85, 26, 34, 22, 97, 44, 31, 14, 16, 10, 73, 20, 58, 71, 9, 83, 35, 37, 23, 98, 17, 87, 25, 57, 68, 24, 80, 84, 67, 46, 90]
[92, 2, 7, 98, 96, 31, 10, 75, 69, 39, 66, 52, 9, 67, 27, 90, 70, 11, 97, 8, 26, 40, 95, 44, 57, 79, 19, 37, 55, 4, 71, 93, 59, 32, 86, 88, 53, 51, 6, 83, 33, 45, 64, 22, 21, 87, 54, 49, 13, 42, 41, 1, 15, 23, 91, 18, 35, 17, 77, 12, 30, 47, 50, 62, 16, 78, 74, 48, 85, 68, 61, 99, 46, 80, 25, 20, 0, 89, 65, 60, 56, 34, 24, 94, 38, 84, 72, 28, 81, 63, 82, 3, 5, 14, 76, 73, 36, 29, 43, 58]
[11, 2, 28, 39, 53, 1, 63, 49, 43, 68, 67, 26, 82, 54, 33, 56, 86, 50, 6, 8, 89, 27, 92, 60, 19, 61, 76, 22, 90, 31, 7, 79, 30, 41, 96, 55, 80, 24, 99, 13, 42, 45, 51, 95, 77, 4, 36, 75, 94, 81, 29, 47, 72, 93, 83, 20, 73, 35, 37, 74, 62, 5, 48, 9, 71, 16, 14, 10, 98, 59, 34, 85, 70, 40, 38, 32, 12, 3, 65, 64, 23, 78, 18, 17, 87, 15, 21, 52, 91, 0, 46, 97, 44, 88, 57, 66, 25, 58, 84, 69]
[19, 11, 82, 54, 33, 28, 13, 2, 42, 45, 40, 70, 99, 47, 29, 95, 51, 77, 4, 36, 12, 75, 32, 94, 81, 38, 49, 72, 43, 39, 63, 68, 50, 86, 8, 6, 85, 26, 61, 59, 76, 90, 44, 31, 14, 16, 10, 73, 20, 71, 58, 35, 98, 23, 37, 17, 78, 15, 21, 69, 87, 93, 52, 18, 74, 96, 55, 30, 79, 41, 7, 91, 48, 5, 62, 9, 83, 89, 3, 64, 65, 25, 88, 66, 27, 92, 57, 60, 80, 24, 84, 67, 1, 53, 0, 46, 97, 22, 34, 56]
[2, 28, 13, 76, 36, 53, 45, 68, 3, 52, 34, 85, 11, 26, 6, 84, 24, 71, 73, 20, 9, 83, 74, 7, 62, 5, 48, 89, 29, 65, 23, 42, 92, 27, 50, 47, 82, 54, 33, 19, 61, 59, 4, 51, 77, 95, 32, 12, 75, 94, 81, 38, 99, 70, 40, 60, 22, 44, 14, 16, 97, 17, 21, 69, 15, 93, 87, 35, 90, 31, 18, 91, 79, 30, 41, 88, 1, 49, 43, 63, 39, 72, 67, 86, 8, 56, 80, 96, 57, 0, 98, 78, 37, 58, 10, 46, 66, 64, 25, 55]
